PlayDate,AP,N01,N02,N03,N04,N05,N06,N07,N08,N09,N10,N11,N12,N13,N14,N15,N16,N17,N18,N19,N20
Nov 26 2020,A,2,4,6,15,17,18,24,26,27,31,35,41,43,48,49,50,51,58,60,67
Nov 25 2020,A,9,12,16,17,22,26,27,29,32,33,35,40,44,50,53,54,56,57,66,70
Nov 24 2020,A,4,7,10,12,15,19,22,28,31,34,35,36,43,49,50,54,58,61,62,65
Nov 23 2020,A,1,6,7,9,18,23,29,30,31,35,42,44,45,48,58,61,64,65,66,70
Nov 22 2020,A,1,2,5,10,11,12,14,17,19,20,24,30,35,37,50,53,56,58,67,69
Nov 21 2020,A,3,4,5,9,12,14,22,23,24,25,28,31,33,35,38,52,53,54,59,66
Nov 20 2020,A,1,13,25,28,29,32,37,39,41,42,45,48,51,52,55,60,61,64,67,69
Nov 19 2020,A,1,2,5,6,8,9,10,11,27,29,31,34,41,53,55,56,58,60,65,70
Nov 18 2020,A,4,8,10,12,13,19,20,22,23,27,28,35,40,46,49,56,61,64,68,69
Nov 17 2020,A,1,3,9,10,11,15,19,23,31,33,35,36,41,50,54,55,57,59,63,70
Nov 16 2020,A,3,7,9,10,11,14,17,19,20,22,24,27,37,42,47,50,54,55,65,70
Nov 15 2020,A,5,6,13,14,20,21,22,27,29,40,42,45,49,52,53,57,58,59,60,62
Nov 14 2020,A,3,12,13,14,15,22,28,30,31,32,33,36,43,45,47,51,53,56,61,69
Nov 13 2020,A,1,2,3,5,7,8,12,15,23,25,28,38,46,47,50,51,53,62,63,66
Nov 12 2020,A,6,7,10,14,17,34,37,38,46,47,48,49,56,57,62,64,67,68,69,70
Nov 11 2020,A,3,5,7,11,17,18,19,20,22,28,31,33,34,35,43,47,53,59,62,70
Nov 10 2020,A,2,3,8,9,10,15,24,32,34,43,47,49,52,56,57,59,64,66,67,70
Nov 09 2020,A,1,3,11,14,15,20,21,28,41,43,44,45,46,49,53,55,56,61,64,70
Nov 08 2020,A,1,5,11,24,27,28,34,36,37,38,41,42,50,52,54,57,61,63,65,67
Nov 07 2020,A,2,4,7,8,11,17,20,25,34,36,39,42,44,45,47,49,55,56,60,67
Nov 06 2020,A,1,3,10,14,19,21,23,30,31,32,35,38,43,48,49,51,53,58,59,64
Nov 05 2020,A,3,5,7,9,12,15,22,31,32,36,39,43,45,48,50,52,54,63,66,70
Nov 04 2020,A,2,3,5,9,11,13,14,15,16,22,26,30,36,44,45,48,49,52,57,66
Nov 03 2020,A,7,16,17,20,27,28,29,31,41,46,47,48,52,54,55,56,58,59,63,70
Nov 02 2020,A,7,10,16,21,23,24,25,27,28,29,33,40,45,48,55,56,58,60,64,68
Nov 01 2020,A,1,3,5,9,20,21,30,34,36,40,46,49,51,54,55,57,63,66,68,70
Oct 31 2020,A,1,2,3,8,15,16,18,29,30,35,37,48,51,53,57,58,59,66,69,70
Oct 30 2020,A,4,6,7,16,18,19,20,23,27,31,35,36,37,38,48,53,54,65,68,69
Oct 29 2020,A,13,19,21,23,24,27,30,36,37,41,43,45,48,55,58,60,61,63,66,67
Oct 28 2020,A,3,4,9,10,20,23,27,30,33,36,37,41,42,49,50,51,52,55,64,69
Oct 27 2020,A,4,6,7,8,9,19,26,32,34,35,36,38,45,48,49,53,58,63,69,70
Oct 26 2020,A,12,14,15,17,20,22,26,30,36,38,40,46,50,53,56,58,60,62,64,68
Oct 25 2020,A,1,2,6,7,8,10,15,16,25,31,32,33,34,39,49,50,58,60,69,70
Oct 24 2020,A,18,19,20,22,28,29,30,38,41,43,46,47,48,49,53,56,58,65,66,67
Oct 23 2020,A,1,3,5,8,18,22,24,27,32,40,42,43,46,47,50,52,55,63,64,67
Oct 22 2020,A,3,4,8,12,14,22,25,27,29,31,32,35,50,51,53,57,58,65,68,70
Oct 21 2020,A,4,7,11,14,19,24,25,34,38,41,49,50,51,55,59,60,62,63,64,69
Oct 20 2020,A,4,5,9,14,20,21,22,27,37,40,46,47,48,53,56,57,62,65,69,70
Oct 19 2020,A,2,3,10,11,12,15,21,22,26,28,32,39,40,45,55,57,58,59,63,64
Oct 18 2020,A,2,6,9,14,17,20,21,23,27,36,51,53,54,56,57,58,60,61,64,66
Oct 17 2020,A,8,12,15,16,18,23,25,27,32,37,40,42,45,46,47,48,53,63,66,68
Oct 16 2020,A,8,9,16,18,19,20,24,25,29,33,35,36,37,40,41,55,56,58,63,68
Oct 15 2020,A,3,5,6,8,9,11,13,20,21,30,32,33,34,36,37,47,54,61,65,69
Oct 14 2020,A,1,2,4,8,12,14,16,17,18,23,25,26,32,35,45,51,52,54,57,64
Oct 13 2020,A,5,11,12,16,18,20,26,27,28,31,34,40,42,46,50,54,58,60,68,70
Oct 12 2020,A,3,7,11,13,19,20,22,23,24,32,34,41,43,45,51,56,60,65,66,69
Oct 11 2020,A,5,8,12,13,17,19,20,21,22,24,25,27,29,35,40,44,48,51,52,57
Oct 10 2020,A,2,6,8,9,14,18,21,31,32,33,34,35,37,40,50,51,55,56,59,67
Oct 09 2020,A,1,2,15,17,18,20,24,32,34,37,40,46,47,51,53,54,57,60,61,68
Oct 08 2020,A,2,3,5,7,12,16,20,21,22,23,26,28,31,40,41,45,48,55,63,67
Oct 01 2020,A,1,2,12,14,21,23,25,28,34,35,36,37,38,39,41,45,46,58,63,65
Sep 30 2020,A,4,10,11,13,14,16,19,20,25,35,43,46,47,48,49,54,59,61,66,70
Sep 29 2020,A,3,7,9,15,19,23,24,25,26,28,31,35,36,37,47,57,59,60,68,70
Sep 28 2020,A,3,8,10,11,14,18,24,26,27,30,34,36,37,38,41,43,51,55,61,68
Sep 27 2020,A,5,13,14,19,27,28,35,37,49,51,53,56,58,59,64,65,67,68,69,70
Sep 26 2020,A,2,3,9,11,13,16,22,32,36,39,44,45,48,50,53,57,60,61,64,68
Sep 25 2020,A,1,6,7,9,17,22,28,29,30,31,32,39,43,47,49,52,55,56,59,69
Sep 24 2020,A,5,9,16,20,22,27,29,32,35,38,39,44,45,50,54,56,58,66,67,70
Sep 23 2020,A,3,6,8,11,13,18,19,22,25,30,32,36,37,45,48,61,62,64,66,70
Sep 22 2020,A,6,10,14,19,21,25,30,31,34,37,44,45,51,53,55,56,58,68,69,70
Sep 21 2020,A,2,4,10,12,15,16,19,21,27,33,34,45,51,52,56,58,60,63,68,70
Sep 20 2020,A,7,10,12,21,23,24,27,30,33,36,46,52,53,54,58,63,65,66,68,70
Sep 19 2020,A,1,3,6,8,9,12,13,20,27,32,35,39,42,43,47,50,54,55,61,68
Sep 18 2020,A,1,5,8,11,13,15,16,18,19,21,24,29,30,32,37,45,49,52,59,60
Sep 17 2020,A,1,9,10,11,23,24,26,28,35,39,44,46,50,52,58,60,63,64,65,67
Sep 16 2020,A,1,2,7,9,15,21,26,28,29,31,34,37,39,45,46,47,48,57,61,70
Sep 15 2020,A,3,6,7,8,13,22,25,26,30,36,39,41,42,51,52,53,61,66,67,69
Sep 14 2020,A,3,4,5,15,16,18,27,28,29,32,34,38,45,46,57,58,62,66,68,69
Sep 13 2020,A,1,2,13,16,17,22,23,24,25,27,28,36,38,39,44,48,53,56,64,70
Sep 12 2020,A,3,8,9,15,20,24,37,40,42,44,45,49,50,55,58,62,63,65,68,70
Sep 11 2020,A,1,6,7,9,11,12,14,19,27,28,39,40,47,49,50,53,55,56,59,63
Sep 10 2020,A,5,6,9,10,16,17,19,33,34,36,37,39,40,49,52,56,58,61,64,69
Sep 09 2020,A,1,10,15,18,20,21,25,26,28,30,32,33,36,38,39,51,53,54,60,68
Sep 08 2020,A,5,9,10,11,12,15,18,22,23,27,30,35,47,48,49,50,53,54,68,69
Sep 07 2020,A,2,3,4,5,8,15,16,17,23,26,31,34,37,41,54,59,60,62,66,67
Sep 06 2020,A,2,6,10,23,24,27,29,31,32,34,35,36,38,41,42,55,57,59,63,65
Sep 05 2020,A,3,6,8,9,12,13,17,19,33,34,35,37,40,43,45,54,56,62,64,69
Sep 04 2020,A,1,9,11,13,15,17,33,35,43,45,46,47,55,57,58,60,64,65,66,68
Sep 03 2020,A,1,4,6,12,18,22,24,28,31,32,34,39,42,47,54,55,57,59,61,66
Sep 02 2020,A,2,6,8,9,10,15,16,18,25,31,34,42,44,46,47,60,61,63,65,66
Sep 01 2020,A,3,6,7,10,17,18,20,27,28,29,32,34,35,43,44,45,51,52,53,62
Aug 31 2020,A,7,9,10,22,24,25,29,34,37,46,48,49,52,55,56,58,61,64,65,67
Aug 30 2020,A,2,4,9,10,15,18,20,26,34,39,40,43,45,51,52,56,57,59,65,69
Aug 29 2020,A,3,8,12,17,18,24,26,32,34,36,40,43,47,51,56,58,60,63,64,65
Aug 28 2020,A,1,3,11,18,20,21,22,25,26,32,38,39,43,49,50,52,55,59,62,67
Aug 27 2020,A,5,8,23,24,27,28,30,37,42,43,44,46,50,51,52,57,61,62,64,68
Aug 26 2020,A,6,10,17,21,27,30,36,41,43,44,55,56,59,60,63,64,66,67,69,70
Aug 25 2020,A,2,4,7,11,13,14,19,22,23,25,26,28,31,32,40,48,57,61,67,70
Aug 24 2020,A,4,10,14,15,20,25,32,34,35,39,41,42,46,49,50,51,55,59,68,69
Aug 23 2020,A,4,5,7,15,19,27,29,31,35,36,39,40,43,45,53,54,57,58,64,65
Aug 22 2020,A,5,8,9,10,14,15,19,20,21,31,35,39,41,46,51,52,54,57,60,63
Aug 21 2020,A,7,9,10,11,14,16,22,26,31,41,42,47,50,51,53,55,56,62,64,66
Aug 20 2020,A,1,2,3,4,5,11,12,16,17,18,20,25,27,29,46,48,51,52,53,60
Aug 19 2020,A,5,7,11,14,17,19,23,32,36,38,40,42,43,47,51,56,57,59,62,69
Aug 18 2020,A,2,7,8,13,16,19,24,25,26,27,28,30,34,36,37,43,50,52,56,64
Aug 17 2020,A,1,8,21,22,23,24,25,35,42,45,52,55,58,59,60,61,65,67,68,69
Aug 16 2020,A,1,4,7,10,13,20,22,24,26,35,36,41,46,50,54,55,56,62,63,66
Aug 15 2020,A,5,7,12,13,15,21,23,26,32,39,42,46,51,52,53,54,55,62,63,66
Aug 14 2020,A,4,5,9,15,16,19,24,32,36,41,46,48,49,51,52,54,57,67,68,70
Aug 13 2020,A,3,4,6,10,11,18,24,25,30,31,40,42,45,56,57,58,63,65,67,68
Aug 12 2020,A,1,3,4,20,23,24,25,28,36,38,43,46,48,50,56,58,59,60,62,63
Aug 11 2020,A,3,5,6,10,11,12,25,26,35,37,40,44,46,47,51,52,57,60,63,64
Aug 10 2020,A,2,4,9,14,26,27,31,34,40,43,44,49,53,59,62,63,64,65,68,70
Aug 09 2020,A,1,8,9,10,13,20,22,23,25,26,33,35,38,42,49,51,63,67,68,70
Aug 08 2020,A,2,10,16,17,23,30,32,34,35,36,40,47,48,52,53,58,61,64,65,66
Aug 07 2020,A,2,4,6,10,13,16,21,22,23,27,30,31,34,35,47,48,49,53,64,68
Aug 06 2020,A,10,11,12,14,16,19,20,33,36,41,43,46,49,52,53,58,60,61,62,66
Aug 05 2020,A,4,6,8,12,21,33,36,47,50,53,54,55,59,61,62,65,67,68,69,70
Aug 04 2020,A,1,2,5,9,20,21,22,23,29,31,50,53,57,59,60,61,63,65,66,69
Aug 03 2020,A,3,6,8,12,13,14,19,29,34,39,41,43,45,47,49,52,53,61,63,67
Aug 02 2020,A,1,2,13,17,19,22,27,31,35,38,40,47,52,56,57,59,60,61,63,68
Aug 01 2020,A,3,7,9,10,12,18,19,21,23,25,28,33,36,37,41,44,52,53,54,62
Jul 31 2020,A,2,4,8,9,10,11,12,16,19,21,26,28,30,35,37,44,50,55,65,68
Jul 30 2020,A,7,10,20,22,25,28,34,37,40,42,48,49,54,57,58,60,62,63,64,66
Jul 29 2020,A,3,9,10,11,13,15,24,26,27,28,30,31,34,46,47,51,55,56,64,69
Jul 28 2020,A,2,4,5,7,9,10,13,20,22,27,31,38,39,40,46,50,53,59,68,69
Jul 27 2020,A,2,4,5,14,15,17,19,24,26,33,35,38,41,43,49,56,62,63,66,70
Jul 26 2020,A,4,7,13,15,19,22,25,38,39,41,44,48,49,50,52,59,60,64,66,70
Jul 25 2020,A,3,5,9,11,12,15,16,17,19,22,24,25,26,33,41,53,54,60,67,68
Jul 24 2020,A,4,6,9,10,12,13,21,25,26,35,36,42,53,58,59,60,66,68,69,70
Jul 23 2020,A,1,6,19,20,21,23,28,29,38,39,40,42,43,44,48,53,58,64,65,70
Jul 22 2020,A,1,2,4,8,10,11,13,15,20,22,27,28,29,44,52,56,58,62,64,70
Jul 21 2020,A,6,8,9,10,13,23,29,34,41,42,47,51,52,53,54,56,63,66,69,70
Jul 16 2020,A,1,4,7,11,12,13,19,22,23,25,26,29,30,35,36,40,41,49,58,60
Jul 15 2020,A,1,2,6,16,17,23,33,34,41,43,44,47,48,51,53,54,56,61,65,68
Jul 14 2020,A,4,7,8,9,15,23,25,27,37,40,47,48,49,50,55,60,62,64,68,69
Jul 13 2020,A,3,6,8,9,10,11,12,17,20,22,23,26,34,35,37,45,53,60,63,68
Jul 12 2020,A,4,5,9,17,21,27,30,31,34,37,45,46,51,56,58,59,60,63,67,70
Jul 11 2020,A,1,2,4,9,18,19,21,23,25,27,36,44,48,50,54,59,65,66,67,69
Jul 10 2020,A,3,8,9,24,27,28,32,34,35,44,49,54,56,58,59,60,61,65,66,67
Jul 09 2020,A,2,3,4,6,9,16,17,18,20,24,31,35,39,45,46,50,52,62,65,69
Jul 08 2020,A,1,5,7,9,15,19,20,24,30,31,34,35,40,49,50,55,64,65,66,67
Jul 07 2020,A,6,9,12,13,14,17,20,25,26,30,36,38,45,50,53,55,57,62,63,66
Jul 06 2020,A,3,5,7,13,15,20,24,26,28,34,37,43,46,51,56,59,60,63,66,70
Jul 05 2020,A,1,2,5,8,10,16,18,22,24,25,36,39,42,43,45,51,53,56,57,60
Jul 04 2020,A,3,5,9,10,12,14,29,30,31,35,38,39,41,43,44,46,53,54,56,68
Jul 03 2020,A,2,3,6,15,18,21,22,26,31,32,34,40,45,48,49,55,57,61,63,66
Jul 02 2020,A,9,12,13,20,21,25,26,27,29,32,33,38,42,43,44,47,51,56,68,69
Jul 01 2020,A,5,6,16,21,28,30,31,32,35,36,41,46,49,52,53,54,56,59,61,63
Jun 30 2020,A,1,2,15,18,20,22,24,34,36,41,46,47,54,58,60,64,65,66,67,70
Jun 29 2020,A,1,15,21,24,26,27,31,34,36,38,43,45,46,47,50,54,61,62,66,70
Jun 28 2020,A,5,7,10,17,27,38,39,40,45,47,48,49,52,53,56,60,61,65,66,68
Jun 27 2020,A,3,11,21,22,26,31,32,33,37,39,40,42,46,52,53,54,62,63,67,68
Jun 26 2020,A,7,8,16,22,23,25,26,27,32,33,36,40,43,44,56,59,61,62,63,67
Jun 25 2020,A,6,8,17,23,26,29,33,35,36,39,42,48,52,58,59,63,64,65,67,70
Jun 24 2020,A,2,4,6,9,11,13,15,23,27,31,33,41,48,50,53,54,59,60,64,65
Jun 23 2020,A,1,3,4,12,14,15,25,28,29,31,39,41,46,53,54,56,58,59,63,68
Jun 22 2020,A,4,6,13,16,23,24,32,33,34,37,41,48,50,53,55,56,59,60,66,69
Jun 21 2020,A,5,7,19,24,27,28,30,33,35,41,42,43,49,51,53,54,56,58,59,67
Jun 20 2020,A,1,4,5,6,19,27,33,36,37,39,43,44,49,50,52,60,62,64,66,67
Jun 19 2020,A,7,8,16,17,22,25,26,28,30,32,35,39,46,47,49,53,54,60,63,68
Jun 18 2020,A,4,6,10,13,17,34,35,37,46,49,50,51,55,56,58,59,60,62,66,69
Jun 17 2020,A,3,4,7,8,21,22,24,34,36,41,42,44,45,49,55,57,63,65,67,70
Jun 16 2020,A,7,8,15,19,21,25,26,32,35,36,37,39,42,44,47,49,57,65,66,69
Jun 15 2020,A,3,5,7,9,12,14,20,22,24,31,37,39,45,49,54,58,60,63,69,70
Jun 14 2020,A,2,7,8,9,10,13,17,18,20,21,34,35,39,47,55,62,64,65,68,70
Jun 13 2020,A,5,6,7,15,16,18,20,21,24,25,27,29,31,32,33,46,57,60,66,68
Jun 12 2020,A,2,6,8,9,14,16,25,26,27,33,36,42,44,46,51,55,59,61,62,66
Jun 11 2020,A,5,7,9,15,22,23,25,28,29,36,42,47,50,55,56,60,62,66,67,70
Jun 10 2020,A,2,4,5,8,13,15,18,28,29,31,32,41,49,50,53,63,64,66,67,68
Jun 09 2020,A,1,3,6,7,9,10,11,12,15,20,24,28,31,35,40,43,45,46,47,50
Jun 08 2020,A,3,4,9,27,31,33,35,38,43,51,52,53,54,58,60,63,64,66,68,69
Jun 07 2020,A,2,6,13,14,19,29,33,34,36,38,43,44,45,48,50,58,61,63,66,69
Jun 06 2020,A,4,5,17,21,25,27,28,36,38,42,49,50,53,54,56,59,62,66,68,70
Jun 05 2020,A,6,7,13,20,22,25,27,32,34,37,38,42,44,47,48,51,54,66,68,69
Jun 04 2020,A,1,6,8,11,18,24,25,26,34,36,38,44,46,48,51,52,53,58,64,69
Jun 03 2020,A,3,4,6,10,13,16,17,22,27,29,32,43,46,55,56,58,60,63,64,69
Jun 02 2020,A,2,10,12,15,18,19,23,29,30,31,35,36,41,43,44,46,47,49,58,60
Jun 01 2020,A,2,5,7,9,16,17,27,30,32,37,40,41,44,45,48,52,53,63,64,66
May 31 2020,A,1,2,3,7,10,12,16,27,30,31,35,36,45,55,60,61,63,66,68,70
May 30 2020,A,5,11,13,17,19,20,22,23,24,25,27,31,33,35,44,49,53,55,59,61
May 29 2020,A,2,5,10,13,14,22,23,24,27,29,37,40,41,44,48,50,53,60,68,69
May 28 2020,A,3,6,7,17,25,26,29,30,31,35,36,39,42,51,55,56,58,59,61,66
May 27 2020,A,4,8,10,14,21,22,24,26,30,33,37,39,42,49,57,60,61,64,66,70
May 26 2020,A,2,5,16,19,20,22,26,28,31,32,35,36,40,43,46,47,55,58,60,68
May 25 2020,A,1,2,5,6,8,18,19,22,25,26,32,36,37,41,47,52,55,59,61,68
May 24 2020,A,1,10,14,15,16,23,26,27,28,31,32,34,36,43,46,47,55,65,67,69
May 23 2020,A,8,9,10,11,16,17,18,22,25,34,36,39,40,52,56,60,62,64,67,68
May 22 2020,A,1,2,5,9,17,19,21,25,32,40,41,49,52,56,57,58,60,63,66,67
May 21 2020,A,5,9,12,19,21,23,27,32,35,37,40,41,44,46,49,51,52,54,62,63
May 20 2020,A,8,9,13,15,21,22,24,26,29,30,34,39,42,48,49,50,57,61,63,64
May 19 2020,A,9,12,13,27,32,34,38,39,40,42,43,46,47,49,54,55,56,58,60,64
May 18 2020,A,4,10,17,18,21,24,32,33,38,41,42,43,45,51,52,54,55,64,69,70
May 17 2020,A,3,14,16,21,26,27,29,35,41,43,44,46,48,49,52,53,57,59,62,66
May 16 2020,A,1,4,5,12,16,20,21,22,24,26,38,42,48,56,60,61,62,63,65,69
May 15 2020,A,5,7,8,9,10,20,27,28,32,34,35,37,48,50,52,54,56,60,63,69
May 14 2020,A,4,11,12,15,17,18,20,22,25,27,28,30,34,35,40,46,50,51,57,59
May 13 2020,A,3,5,11,18,19,25,29,31,34,40,42,46,49,51,54,56,59,61,62,69
May 12 2020,A,1,3,7,11,12,14,15,16,33,35,36,38,39,44,45,54,55,59,61,68
May 11 2020,A,8,12,13,14,18,20,27,30,33,34,35,38,42,43,44,52,59,60,64,68
May 10 2020,A,3,7,11,15,16,25,26,29,32,33,37,42,43,45,47,49,59,61,62,64
May 09 2020,A,4,7,8,17,18,20,21,28,31,38,39,41,48,50,58,59,60,63,67,70
May 08 2020,A,2,4,6,7,9,10,14,30,32,36,38,40,42,48,49,50,55,59,65,68
May 07 2020,A,5,6,7,9,13,28,32,39,41,43,50,51,53,56,57,62,63,65,67,69
May 06 2020,A,3,9,19,20,22,24,25,34,35,36,37,43,50,51,55,57,61,66,68,70
May 05 2020,A,5,6,7,8,15,23,24,26,28,36,38,39,40,42,48,56,57,59,63,66
May 04 2020,A,4,7,9,14,19,21,24,26,28,32,36,39,41,44,47,52,53,55,59,65
May 03 2020,A,5,6,10,12,16,18,21,28,31,34,37,40,41,42,49,51,59,67,68,69
Apr 28 2020,A,1,4,7,8,9,13,16,19,20,26,27,28,37,40,46,50,54,56,67,70
Apr 27 2020,A,3,5,7,9,15,19,20,31,37,38,39,40,48,49,52,54,59,60,66,69
Apr 26 2020,A,6,8,11,12,15,17,19,24,25,26,27,34,39,41,49,55,58,60,66,68
Apr 25 2020,A,2,9,13,15,17,23,24,31,33,36,38,39,42,44,45,47,54,59,62,66
Apr 24 2020,A,2,4,7,8,11,12,15,23,28,31,38,45,47,50,54,62,65,66,69,70
Apr 23 2020,A,2,6,7,10,17,20,22,28,31,36,38,39,41,47,49,51,56,57,58,70
Apr 22 2020,A,3,10,18,19,23,24,31,33,36,37,38,45,49,54,56,59,60,61,62,64
Apr 21 2020,A,4,5,8,12,14,22,24,25,27,38,41,42,45,51,52,58,60,67,68,69
Apr 20 2020,A,5,13,14,19,20,26,38,40,41,42,46,48,51,52,56,57,58,63,66,67
Apr 19 2020,A,4,8,9,13,15,16,19,21,28,30,32,34,42,48,55,58,62,65,66,68
Apr 18 2020,A,1,10,15,20,23,26,28,30,31,34,38,39,41,45,47,57,60,62,67,70
Apr 17 2020,A,5,8,12,20,24,28,31,35,36,37,39,42,43,44,46,47,48,53,54,58
Apr 16 2020,A,1,10,13,24,27,28,32,35,37,38,39,44,49,50,54,57,65,66,67,69
Apr 15 2020,A,1,2,7,12,13,25,29,30,32,34,36,38,44,46,47,50,53,56,58,70
Apr 14 2020,A,2,5,6,8,12,17,23,27,30,31,34,36,44,50,51,54,55,56,57,60
Apr 13 2020,A,5,6,8,10,11,15,19,25,27,32,34,35,37,42,47,48,51,52,58,69
Apr 12 2020,A,3,6,8,13,15,18,21,23,24,27,34,35,36,39,43,45,46,54,56,57
Apr 11 2020,A,1,3,7,8,12,13,20,21,25,26,28,33,37,43,50,59,60,61,69,70
Apr 10 2020,A,3,6,9,10,16,17,34,36,39,42,43,45,46,50,53,60,66,67,69,70
Apr 09 2020,A,3,4,7,14,16,18,24,25,26,27,37,43,44,49,50,56,58,59,61,67
Apr 08 2020,A,1,3,9,10,24,28,31,34,37,38,39,47,49,52,55,58,60,63,66,70
Apr 07 2020,A,1,3,5,16,18,22,26,27,31,41,48,51,52,53,56,58,60,62,63,68
Apr 06 2020,A,1,3,7,9,10,11,26,27,28,31,33,36,37,39,44,53,62,66,68,69
Apr 05 2020,A,6,7,13,19,21,24,25,27,33,39,40,41,42,46,51,55,57,58,69,70
Apr 04 2020,A,8,10,16,17,19,24,29,33,34,38,39,42,45,47,51,57,62,65,67,70
Apr 03 2020,A,1,6,16,17,19,20,21,32,34,35,37,39,43,45,48,51,60,62,66,68
Apr 02 2020,A,4,9,12,17,20,21,23,30,31,35,39,40,50,52,55,56,59,60,62,69
Apr 01 2020,A,6,12,13,19,20,23,26,35,38,39,43,44,48,55,58,59,61,63,65,70
Mar 31 2020,A,3,11,13,14,23,25,26,27,28,32,36,37,43,45,47,55,61,63,64,70
Mar 30 2020,A,1,3,5,18,19,22,27,29,30,32,40,42,43,45,52,55,56,57,59,60
Mar 29 2020,A,5,8,9,10,13,14,22,34,35,40,41,43,44,49,50,51,55,57,62,66
Mar 28 2020,A,5,14,15,16,18,23,24,25,28,30,31,35,39,43,58,59,61,66,67,68
Mar 27 2020,A,1,3,5,6,10,13,14,19,23,28,31,33,39,49,51,58,62,63,68,69
Mar 26 2020,A,1,9,11,14,17,20,27,31,33,40,43,48,50,53,55,56,57,59,60,67
Mar 25 2020,A,4,9,11,12,14,27,28,31,37,40,42,44,46,49,52,58,60,65,68,70
Mar 24 2020,A,1,4,8,9,10,17,18,22,27,32,35,42,44,46,50,51,58,60,69,70
Mar 23 2020,A,4,9,11,12,13,17,20,22,28,29,33,34,38,39,44,54,55,56,63,66
Mar 22 2020,A,2,5,12,16,20,22,23,27,29,37,38,42,43,46,48,49,52,56,60,65
Mar 21 2020,A,12,13,20,23,25,26,29,31,33,38,43,45,46,51,54,56,59,61,64,70
